name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
Blackawton Solar Farm,1,3,Maria Bailey Planning,4.65,4546.712803,0.909536011,0.11366782,0.79586819,5.842676031,10.88727528,234.1349522,5.365398088
Great Knowles,1,2.915,The Green Company,4.51825,4417.889273,0.883771305,0.110447232,0.773324073,5.842634619,10.57887746,234.1366117,5.365464468
Fell View Farm Phase 2,1,2.9,Anesco,4.495,4395.155709,0.879224592,0.109878893,0.769345699,5.84262706,10.52445431,234.1369146,5.365476586
Sandys Moor,1,2.9,Anesco,4.495,4395.155709,0.879224592,0.109878893,0.769345699,5.84262706,10.52445431,234.1369146,5.365476586
Chynoweth Farm,1,2.9,Low carbon Solar Partners,4.495,4395.155709,0.879224592,0.109878893,0.769345699,5.84262706,10.52445431,234.1369146,5.365476586
Eckland Lodge Farm,1,2.9,Stuart Howes & Son / Eckland Lodge Business Park,4.495,4395.155709,0.879224592,0.109878893,0.769345699,5.84262706,10.52445431,234.1369146,5.365476586
Highfields Farm (Braintree),1,2.8,Hive Energy,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Babergh Home Solar Scheme,1,2.8,Babergh District Council,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Land at Morfa Camp,1,2.8,Novus Solar Developments,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Sharland Farm,1,2.8,Lightsource Renewable Energy,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Hill End Farm,1,2.8,Lightsource Renewable Energy,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Lount solar farm,1,2.8,Hadstone Energy,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Wick Lane Solar Ltd,1,2.8,Navitas Project,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Norton Hall,1,2.8,Ms Power Projects Ltd,4.34,4243.598616,0.848913173,0.106089965,0.742823208,5.842574592,10.16163335,234.1390173,5.36556069
Woodtown,1,2.719,Woodtown Solar Limited,4.21445,4120.83737,0.824360924,0.103020934,0.72133999,5.842529264,9.867748368,234.1408337,5.36563335
Thornton Lane,1,2.7,Green Hedge (BayWa r.e.),4.185,4092.041522,0.818601754,0.102301038,0.716300716,5.842518238,9.798812384,234.1412756,5.365651025
Black Bush Farm,1,2.7,Lark Energy,4.185,4092.041522,0.818601754,0.102301038,0.716300716,5.842518238,9.798812384,234.1412756,5.365651025
Lower Pennington Farm,1,2.7,West Solent Solar Cooperative Ltd - Anthony Woolhouse -,4.185,4092.041522,0.818601754,0.102301038,0.716300716,5.842518238,9.798812384,234.1412756,5.365651025
Coton Park Solar Farm,1,2.7,Green Energy Networks,4.185,4092.041522,0.818601754,0.102301038,0.716300716,5.842518238,9.798812384,234.1412756,5.365651025
Snettisham Solar Farm,1,2.7,Solar Associates,4.185,4092.041522,0.818601754,0.102301038,0.716300716,5.842518238,9.798812384,234.1412756,5.365651025
Mendennick Solar,1,2.64,REG Solarpower,4.092,4001.107266,0.800414903,0.100027682,0.700387222,5.842482378,9.581119806,234.1427128,5.36570851
Pitts Farm (revised application),1,2.6,,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Cranham Golf Course Solar Park,1,2.6,Cranham Golf Course,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Rufford Lane,1,2.6,Anesco,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Land to the East of Burton Lane,1,2.6,EBS Energy LLP,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Stone Hill,1,2.6,Solar Century,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Somersal Mill Farm,1,2.6,Navitas Project,4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
Land at Darran Farm,1,2.6,SRE (Darran),4.03,3940.484429,0.788290336,0.098512111,0.689778225,5.842457551,9.43599142,234.1437077,5.365748308
B&Q Swindon DC,1,2.5,Kingfisher Scottish Limited Partnership,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Hawkers Farm,1,2.5,Greenfields (A),3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Trenoweth Solar Farm,1,2.5,Kronos Solar,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Land West of Roberts Wall Far,1,2.5,Navitas Project,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Langstone Court Road Solar Farm,1,2.5,C. DARTNELL,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Screwfix Direct,1,2.5,Kingfisher Scottish Limited Partnership,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Carver Hay moss lane,1,2.5,Navitas Project,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
London Southend Airport (resubmission),1,2.5,London Southend Airport Co.,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Lathom (Pilkington Technical Centre),1,2.5,Lightsource BP,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Next Distribution Centre Doncaster,1,2.5,Next/ Eneco,3.875,3788.927336,0.757978917,0.094723183,0.663255734,5.842392011,9.073170456,234.1463343,5.365853374
Knottingley B,1,2.4,Envantage Renewables,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
Cairnhill Farm solar park,1,2.4,Green Cat Renewables,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
Lodge Farm (Broughton),1,2.4,G & D Castle,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
West Hill Farm,1,2.4,Hazel Capital LLP,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
Bourne Farm,1,2.4,Farm Power Apollo,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
Langley Hall Farm,1,2.4,Lark Energy,3.72,3637.370242,0.727667498,0.090934256,0.636733242,5.84232101,8.710349491,234.1491799,5.365967195
Hunstrete (Wilmington Farm),1,2.3,Bath & West Community Energy Ltd,3.565,3485.813149,0.69735608,0.087145329,0.610210751,5.842243838,8.347528527,234.1522728,5.366090914
Land Adjacent Claypits Farm (b) (Birch Estate),1,2.3,Lightsource SPV 186 (community owned),3.565,3485.813149,0.69735608,0.087145329,0.610210751,5.842243838,8.347528527,234.1522728,5.366090914
Land at Box Road,1,2.2,Suncredit UK,3.41,3334.256055,0.667044661,0.083356401,0.58368826,5.842159652,7.984707563,234.155647,5.36622588
Land At Court Farm,1,2.2,Sybac Solar International GmbH,3.41,3334.256055,0.667044661,0.083356401,0.58368826,5.842159652,7.984707563,234.155647,5.36622588
Salford Road Solar Farm (resubmission),1,2.2,Greater Manchester Waste Disposal Authority,3.41,3334.256055,0.667044661,0.083356401,0.58368826,5.842159652,7.984707563,234.155647,5.36622588
Northwick Estate (Extension),1,2.2,Northwick Power Ltd,3.41,3334.256055,0.667044661,0.083356401,0.58368826,5.842159652,7.984707563,234.155647,5.36622588
Weddington Farm,1,2.1,Green Switch Solutions/Belvedere Energy Developments - Liquidated,3.255,3182.698962,0.636733242,0.079567474,0.557165768,5.842067451,7.621886598,234.1593425,5.3663737
Land Off Ingarsby Lane,1,2.1,T J Coates,3.255,3182.698962,0.636733242,0.079567474,0.557165768,5.842067451,7.621886598,234.1593425,5.3663737
Langlands Solar Farm,1,2.1,,3.255,3182.698962,0.636733242,0.079567474,0.557165768,5.842067451,7.621886598,234.1593425,5.3663737
Langley Priory Solar Farm,1,2.024,Mr Stephen Hayward,3.1372,3067.515571,0.613696564,0.076687889,0.537008675,5.841991287,7.346142665,234.1623953,5.366495812
Dunsfold,1,2.00056,Dunsfold Park Ltd,3.100868,3031.990588,0.606591568,0.075799765,0.530791803,5.84196663,7.261097431,234.1633837,5.366535346
Summerway Drove,1,2,BNRG Renewables,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Rexton Cross,1,2,Padero Solaer,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Morfa Farm,1,2,Lightsource Renewable Energy,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
BAE Samlesbury Aerodrome,1,2,British Aerospace Defence Limited,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Sandhill Solar Park,1,2,Solar Power South,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Goldenhaye Field Solar Farm,1,2,Cricket St Thomas Estate,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Hollamoor Farm (PV),1,2,Lightsource Renewable Energy,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Morrisons roof mounted solar,1,2,Morrisons,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Dunkeswell Airfield,1,2,Lumicity,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Clearwell Farm - solar,1,2,Heritage Energy,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Flint Landfill Site Castle Park,1,2,Flintshire County Council,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Wolseley National Distribution Centre,1,2,Wolseley UK,3.2,3031.141869,0.606421824,0.075778547,0.530643277,6.030416551,7.259065634,226.8458011,5.073832043
Stables,1,1.966,Lightsource Renewable Energy,3.1456,2979.612457,0.596115941,0.074490311,0.52162563,6.030378531,7.135706506,226.8472312,5.07388925
Briar Solar Farm,1,1.9,NR16/ RenEnergy,3.04,2879.584775,0.576110405,0.071989619,0.504120786,6.030300846,6.89624467,226.8501536,5.074006144
Testwood Water Supply Works,1,1.9,Southern Water Services,3.04,2879.584775,0.576110405,0.071989619,0.504120786,6.030300846,6.89624467,226.8501536,5.074006144
Luson Farm,1,1.9,Lightsource Renewable Energy,3.04,2879.584775,0.576110405,0.071989619,0.504120786,6.030300846,6.89624467,226.8501536,5.074006144
Barr Farm Limited,1,1.88496,Lark Energy,3.015936,2856.790588,0.571551568,0.071419765,0.500131803,6.030282382,6.841676397,226.8508482,5.074033927
Marshwood Farm,1,1.8,KWTN Solar,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Moorhouse Lane - resubmission,1,1.8,Orta Solar Ltd,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Severn Road Solar Park,1,1.8,Bristol City Council,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Manor Farm (Castle Cary),1,1.8,Brilliant Harvest Installations,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Craysmarsh Solar Farm,1,1.8,Mr Nick Boyle,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Kia Ora Farm,1,1.8,Lightsource Renewable Energy,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Rolls Royce Filton Campus Building 185,1,1.8,Innogy (previously BELECTRIC Solar),2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
The Stables,1,1.8,Anesco,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Creathorne Farm - Solar Farm,1,1.8,Good Energy Generation,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Waltham Point Distribution Centre,1,1.8,Sainsbury's,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Lowther Farms,1,1.8,Lowther Farms,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Porvair International Ltd,1,1.8,KL Technologies,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
ParkerSteel Shoreham Plant,1,1.8,Larimin,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Walnut Yard (Phase 1),1,1.8,Lark Energy,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Blakenhall Park Solar Farm,1,1.8,Mercer Farming,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Slaughtergate Farm,1,1.8,Lightsource Renewable Energy,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Mackies Dairy PV,1,1.8,Mackies Of Scotland Ltd,2.88,2728.027682,0.545798986,0.068200692,0.477598294,6.03017229,6.533423705,226.8549898,5.074199591
Walton,1,1.78633,Thames Water,2.858128,2707.309827,0.541655415,0.067682746,0.47397267,6.030153599,6.483826079,226.8556929,5.074227718
Pierces Farm,1,1.74,Andrew Wickens,2.784,2637.093426,0.527612135,0.065927336,0.461684799,6.030088067,6.315731127,226.8581583,5.074326331
Benbole,1,1.73901,Mr John Brown,2.782416,2635.59301,0.527312052,0.065889825,0.461422227,6.030086628,6.312139199,226.8582124,5.074328496
Beckley Solar Farm,1,1.7,Anesco,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Western International Market,1,1.7,London Borough of Hounslow,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Long Sutton Butterfly And Wildlife Park,1,1.7,Moor Solar,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Oakfield Farm - extension,1,1.7,Renewable Source,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Iwade Solar Farm,1,1.7,FH Dean Ltd,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Amcor Flexibles,1,1.7,Langley Eco,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Seaview Farm,1,1.7,Mohammed Khaliq,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Ikea Distribution Centre - resubmission,1,1.7,IKEA Properties Investments Ltd,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Tiln Farm Retford (extension),1,1.7,Pfalz Solar,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Land South West Of Apollo Business Park,1,1.7,Cyrasol Ecotec,2.72,2576.470588,0.515487568,0.064411765,0.451075803,6.030028617,6.170602741,226.8603949,5.074415796
Trevemper,1,1.6999,The Green Company,2.71984,2576.319031,0.515457256,0.064407976,0.45104928,6.030028464,6.17023992,226.8604006,5.074416024
Promens,1,1.648525,Lightsource Renewable Energy,2.63764,2498.456574,0.499884765,0.062461414,0.437423351,6.029947868,5.98384065,226.8634328,5.074537313
West Kingsmill Farm Solar Park,1,1.6,Inazin (previously Low carbon Solar Partners),2.56,2424.913495,0.485176149,0.060622837,0.424553312,6.029866992,5.807781777,226.8664756,5.074659026
Salford Road,1,1.6,Aldi,2.56,2424.913495,0.485176149,0.060622837,0.424553312,6.029866992,5.807781777,226.8664756,5.074659026
Trelow Farm,1,1.6,Low carbon Solar Partners,2.56,2424.913495,0.485176149,0.060622837,0.424553312,6.029866992,5.807781777,226.8664756,5.074659026
Limberlost,1,1.594,Anesco,2.5504,2415.820069,0.483357464,0.060395502,0.422961962,6.02985665,5.786012519,226.8668648,5.07467459
Pont Andrew,1,1.5443,Lightsource Renewable Energy,2.47088,2340.496194,0.468292689,0.058512405,0.409780284,6.029767895,5.605690499,226.8702041,5.074808165
Crossness,1,1.50371,Thames Water Utilities,2.405936,2278.97917,0.455989284,0.056974479,0.399014805,6.029691059,5.45842147,226.8730951,5.074923805
Land North East Of Penrose Far,1,1.5,Clean Earth Energy,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Aberporth Solar Farm,1,1.5,JBM Solutions,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Land at Soho Farm,1,1.5,Mells Park Trust,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Newton Margate,1,1.5,Tulip Meats,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Southdown Quarry,1,1.5,Ethical Power,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Higher Knapp Farm,1,1.5,Lightsource Renewable Energy,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Land at Whatton Road,1,1.5,Push Energy,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Taunton Racecourse,1,1.5,Green Hedge (BayWa r.e.),2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Higher Hatherleigh Solar Farm extension,1,1.5,Mr J Pertwee,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Higher Hill Farm (extension),1,1.5,British Solar Renewables,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Pinguin Foods,1,1.5,Pinguin Foods Ltd,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Four Burrows Solar farm (Extension 1),1,1.5,Inazin Power Ltd,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Aldi - Cardiff,1,1.5,Aldi,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Goldthorpe,1,1.5,Aldi,2.4,2273.356401,0.45486473,0.05683391,0.39803082,6.029683828,5.444960812,226.8733672,5.074934687
Fen Road Solar Farm,1,1.441,Lark Energy,2.3056,2183.937716,0.436980993,0.054598443,0.38238255,6.029563844,5.230896443,226.8778818,5.075115273
Wheal Jane,1,1.42,35 Degrees,2.272,2152.110727,0.430615595,0.053802768,0.376812827,6.029518732,5.154704041,226.8795793,5.07518317
Blatchworthy,1,1.41246,Lightsource Renewable Energy,2.259936,2140.683322,0.428330114,0.053517083,0.374813031,6.029502208,5.12734734,226.880201,5.075208041
Vantage Point,1,1.4,Bee Green Solar,2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Dura Park Bynea Industrial Site,1,1.4,Short Bros Homes,2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Clann Solar Farm,1,1.4,Lightsource Renewable Energy,2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Ellicombe Farm,1,1.4,Lightsource Renewable Energy,2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Rolls Royce Filton Campus Building 184,1,1.4,Innogy (previously BELECTRIC Solar),2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Sytchwythy Fields,1,1.4,AR Partners,2.24,2121.799308,0.424553312,0.053044983,0.371508329,6.029474512,5.082139848,226.8812432,5.075249728
Little White Alice Solar Park,1,1.3,Little White Alice Ltd,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Clifton Marsh Wastewater Treatment Works,1,1.3,United Utilities,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Fleetwood Water Treatment Works,1,1.3,United Utilities,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Hopton Road Industrial Estate,1,1.3,Hopton PV Ltd,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Crockers Hele,1,1.3,Mr Knapman,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Aldi Distribution Centre,1,1.3,Aldi,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Gilford Road,1,1.3,Kingspan Energy,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Westcott Venture Park Phase 2 & 3,1,1.3,Rockspring Hanover Property Unit Trust,2.08,1970.242215,0.394241893,0.049256055,0.344985838,6.029233011,4.719318884,226.8903309,5.075613238
Southcombe Farm,1,1.2,Lightsource Renewable Energy,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Land at Hill Farm,1,1.2,Hill Farm,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Barton Solar Farm,1,1.2,Lightsource Renewable Energy,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Rhug Estate,1,1.2,Rhug Estate,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Helland Meads - resubmission,1,1.2,Mr & Mrs Dennis,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Winterbrook,1,1.2,S.A.T. Sun & Alternative Technology,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Alan Bartlett & Sons Solar,1,1.2,Alan Bartlett & Sons,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Cairnmore Solar Park (extension),1,1.2,GPV Rhynie,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
MMD Shipping Services,1,1.2,EvoEnergy,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Pennington Recycling Centre,1,1.2,Novus Solar Developments,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Chamber 16 (Cold Store),1,1.2,Pinguin Foods UK,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Hendra Holiday Park Solar Farm,1,1.2,Hendra Holiday Park,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Aldi Distribution Centre - Neston,1,1.2,Aldi,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Higher Pirzwell Solar Farm,1,1.2,Lightsource Renewable Energy,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Tredown Solar Farm,1,1.2,Lightsource Renewable Energy,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Hillsmoor Solar Farm,1,1.2,Mosscliff Environmental,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Aldi Distribution Centre - Darlington,1,1.2,Aldi,1.92,1818.685121,0.363930474,0.045467128,0.318463346,6.028951284,4.356497919,226.9009333,5.076037332
Majors Hill/Turners Hill Solar Farm,1,1.1,Haymaker Energy,1.76,1667.128028,0.333619056,0.041678201,0.291940855,6.028618368,3.993676955,226.9134633,5.076538534
Lower Ufford Lane,1,1.1,William Notcutt Estates,1.76,1667.128028,0.333619056,0.041678201,0.291940855,6.028618368,3.993676955,226.9134633,5.076538534
Broadgate Solar Farm,1,1.1,Lightsource Renewable Energy,1.76,1667.128028,0.333619056,0.041678201,0.291940855,6.028618368,3.993676955,226.9134633,5.076538534
Summercourt Solar Farm (Glebe Farm),1,1.1,Solar Securities Group Ltd,1.76,1667.128028,0.333619056,0.041678201,0.291940855,6.028618368,3.993676955,226.9134633,5.076538534
West Bradley,1,1.029,Lightsource Renewable Energy,1.6464,1559.522491,0.312097948,0.038988062,0.273109886,6.028342746,3.73607407,226.9238381,5.076953523
Rudge Hill Farm,1,1.01886,Lightsource Renewable Energy,1.630176,1544.154602,0.30902437,0.038603865,0.270420505,6.02830025,3.699284024,226.9254378,5.077017511
Long Sutton Butterfly And Wildlife Park (extension),1,1,Moor Solar,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Land at Mill Farm,1,1,Community Power Ltd,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
North Of Field Barn,1,1,Blenheim Farm,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Lower Coombe Farm (Bean Field),1,1,A H Warren Trust,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Manor Farm (Keinton Mandeville),1,1,,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Hatch Penn Farm PV,1,1,Mr R Rob Such,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Land at Barnham,1,1,Wirsol,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Whiddon Farm,1,1,Lightsource Renewable Energy,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Nectar Way Regional Distribution Centre,1,1,Sainsburys,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Twin Elm Solar Farm,1,1,,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Carines Farm Solar Array,1,1,Solar Securities Group Ltd,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
